0	-13.11863
0.002	-17.82788
0.004	-11.88525
0.006	-7.512375
0.008	-3.475875
0.01	-6.839625
0.012	-6.95175
0.014	-5.718375
0.016	-6.50325
0.018	-11.43675
0.02	-11.54888
0.022	-13.23075
0.024	-8.857875
0.026	-3.924375
0.028	-5.60625
0.03	-6.7275
0.032	-11.32463
0.034	-16.03388
0.036	-17.4915
0.038	-13.67925
0.04	-11.77313
0.042	-9.530625
0.044	-7.736625
0.046	-7.84875
0.048	-8.185125
0.05	-9.64275
0.052	-4.821375
0.054	-2.2425
0.056	0.4485
0.058	-3.1395
0.06	-10.87613
0.062	-12.44588
0.064	-16.93088
0.066	-17.4915
0.068	-17.15513
0.07	-18.61275
0.072	-15.58538
0.074	-7.512375
0.076	-2.354625
0.078	-3.027375
0.08	-4.0365
0.082	-6.279
0.084	-7.960875
0.086	-13.9035
0.088	-16.5945
0.09	-18.50063
0.092	-15.6975
0.094	-9.19425
0.096	-7.960875
0.098	-1.681875
0.1	1.56975
0.102	1.906125
0.104	-1.56975
0.106	-5.718375
0.108	-11.661
0.11	-16.37025
0.112	-17.60363
0.114	-21.30375
0.116	-16.70663
0.118	-14.68838
0.12	-11.10038
0.122	-6.05475
0.124	-1.3455
0.126	-2.803125
0.128	-0.336375
0.13	-0.67275
0.132	-2.01825
0.134	-11.2125
0.136	-19.84613
0.138	-24.77963
0.14	-24.44325
0.142	-18.61275
0.144	-9.530625
0.146	-3.1395
0.148	-1.794
0.15	-1.906125
0.152	-4.372875
0.154	-8.29725
0.156	-5.494125
0.158	-7.063875
0.16	-18.16425
0.162	-20.74313
0.164	-25.78875
0.166	-22.20075
0.168	-12.33375
0.17	-1.12125
0.172	6.279
0.174	7.176
0.176	4.485
0.178	-4.372875
0.18	-9.4185
0.182	-12.44588
0.184	-16.81875
0.186	-17.71575
0.188	-21.19163
0.19	-19.95825
0.192	-14.46413
0.194	-7.960875
0.196	-3.475875
0.198	3.700125
0.2	6.166875
0.202	0.897
0.204	-5.8305
0.206	-12.78225
0.208	-18.72488
0.21	-23.65838
0.212	-21.9765
0.214	-19.62188
0.216	-15.6975
0.218	-6.166875
0.22	1.12125
0.222	7.6245
0.224	5.60625
0.226	3.027375
0.228	-2.578875
0.23	-14.01563
0.232	-23.09775
0.234	-26.013
0.236	-31.28288
0.238	-25.5645
0.24	-12.89438
0.242	-1.794
0.244	1.009125
0.246	4.597125
0.248	7.6245
0.25	8.74575
0.252	1.3455
0.254	-10.09125
0.256	-15.80963
0.258	-24.10688
0.26	-29.1525
0.262	-23.99475
0.264	-17.4915
0.266	-10.20338
0.268	-1.233375
0.27	7.063875
0.272	10.3155
0.274	3.251625
0.276	-3.027375
0.278	-14.23988
0.28	-16.81875
0.282	-18.16425
0.284	-18.72488
0.286	-24.219
0.288	-23.88263
0.29	-17.37938
0.292	-6.50325
0.294	0.112125
0.296	10.53975
0.298	12.1095
0.3	6.279
0.302	-4.597125
0.304	-15.6975
0.306	-20.96738
0.308	-22.8735
0.31	-25.90088
0.312	-25.34025
0.314	-18.837
0.316	-10.98825
0.318	-0.560625
0.32	5.942625
0.322	14.01563
0.324	9.19425
0.326	0.560625
0.328	-10.09125
0.33	-18.94913
0.332	-24.55538
0.334	-26.79788
0.336	-19.17338
0.338	-12.78225
0.34	-8.633625
0.342	-6.95175
0.344	-3.1395
0.346	1.009125
0.348	2.46675
0.35	1.681875
0.352	-4.372875
0.354	-8.5215
0.356	-19.06125
0.358	-24.77963
0.36	-25.116
0.362	-22.53713
0.364	-20.40675
0.366	-12.78225
0.368	-5.15775
0.37	5.269875
0.372	11.661
0.374	7.288125
0.376	2.354625
0.378	-5.382
0.38	-17.26725
0.382	-22.64925
0.384	-28.81613
0.386	-30.61013
0.388	-26.68575
0.39	-12.1095
0.392	-0.560625
0.394	7.960875
0.396	15.58538
0.398	11.661
0.4	-1.3455
0.402	-11.99738
0.404	-20.85525
0.406	-30.38588
0.408	-35.4315
0.41	-23.88263
0.412	-14.01563
0.414	-8.857875
0.416	-3.924375
0.418	0.4485
0.42	8.74575
0.422	8.857875
0.424	5.8305
0.426	-7.960875
0.428	-23.322
0.43	-26.4615
0.432	-28.36763
0.434	-23.20988
0.436	-19.95825
0.438	-8.857875
0.44	-2.130375
0.442	2.46675
0.444	3.36375
0.446	2.2425
0.448	-2.2425
0.45	-5.15775
0.452	-14.57625
0.454	-24.6675
0.456	-25.5645
0.458	-25.45238
0.46	-18.3885
0.462	-11.77313
0.464	-0.67275
0.466	4.485
0.468	11.10038
0.47	9.4185
0.472	2.91525
0.474	-12.67013
0.476	-23.99475
0.478	-31.28288
0.48	-29.48888
0.482	-26.12513
0.484	-18.27638
0.486	-13.455
0.488	-2.354625
0.49	1.681875
0.492	8.74575
0.494	6.7275
0.496	1.457625
0.498	-2.01825
0.5	-11.77313
0.502	-23.7705
0.504	-28.59188
0.506	-23.88263
0.508	-12.67013
0.51	-10.87613
0.512	-3.36375
0.514	-1.009125
0.516	-1.56975
0.518	2.803125
0.52	-0.897
0.522	-7.960875
0.524	-16.25813
0.526	-21.0795
0.528	-27.02213
0.53	-29.1525
0.532	-25.00388
0.534	-18.50063
0.536	-8.409375
0.538	-0.336375
0.54	6.95175
0.542	9.082125
0.544	7.6245
0.546	1.56975
0.548	-10.87613
0.55	-20.07038
0.552	-29.71313
0.554	-30.61013
0.556	-24.55538
0.558	-16.37025
0.56	-10.20338
0.562	-2.354625
0.564	3.475875
0.566	5.718375
0.568	6.50325
0.57	-4.372875
0.572	-11.99738
0.574	-20.85525
0.576	-26.68575
0.578	-23.09775
0.58	-23.09775
0.582	-18.50063
0.584	-9.306375
0.586	2.91525
0.588	2.91525
0.59	8.97
0.592	4.821375
0.594	-2.2425
0.596	-10.53975
0.598	-14.12775
0.6	-18.16425
0.602	-24.55538
0.604	-29.1525
0.606	-26.91
0.608	-17.94
0.61	-11.2125
0.612	0
0.614	8.409375
0.616	12.78225
0.618	12.67013
0.62	1.681875
0.622	-12.33375
0.624	-24.77963
0.626	-34.086
0.628	-29.93738
0.63	-24.55538
0.632	-12.33375
0.634	-1.3455
