0	0.0023513	0.0012324	0.0008684
0.0005	0.0026025	0.0011846	0.0008744
0.001	0.0023812	0.0010649	0.0009581
0.0015	0.0021	0.0015555	0.0008564
0.002	0.0028239	0.0012623	0.0007906
0.0025	0.0024231	0.0012025	0.0009521
0.003	0.0026684	0.0012564	0.001
0.0035	0.0023931	0.0011008	0.0013948
0.004	0.0024889	0.0011008	0.0006351
0.0045	0.0025487	0.0017708	0.0007727
0.005	0.002435	0.0015614	0.0014068
0.0055	0.0027102	0.0011906	0.0012512
0.006	0.0021418	0.0012564	0.000994
0.0065	0.0021418	0.0012982	0.0008863
0.007	0.0025008	0.0012504	0.0012034
0.0075	0.002459	0.0012085	0.0009103
0.008	0.0027521	0.0016213	0.0016521
0.0085	0.0026684	0.0011188	0.0011077
0.009	0.0025906	0.0016093	0.0013589
0.0095	0.0020641	0.0014956	0.0011854
0.01	0.0027102	0.0017589	0.0011735
0.0105	0.0026923	0.0016033	0.0008684
0.011	0.0023991	0.0015375	0.001676
0.0115	0.0023752	0.0018725	0.0024357
0.012	0.002435	0.001047	0.0017956
0.0125	0.0025906	0.0009812	0.0018674
0.013	0.0021	0.0015256	0.0019392
0.0135	0.002082	0.0013999	0.0019811
0.014	0.0023812	0.0017828	0.001682
0.0145	0.0024231	0.0015435	0.0017956
0.015	0.0025128	0.0019024	0.0016401
0.0155	0.0023154	0.0018127	0.001682
0.016	0.0024051	0.0017289	0.0020349
0.0165	0.0029555	0.0017648	0.0022084
0.017	0.0021478	0.0021956	0.0015025
0.0175	0.0021897	0.0019802	0.0014965
0.018	0.0025248	0.0019144	0.0024836
0.0185	0.0022495	0.0021297	0.0019033
0.019	0.0023393	0.0022255	0.0024956
0.0195	0.0023752	0.001382	0.0022144
0.02	0.0022436	0.0018905	0.0021606
0.0205	0.0025427	0.0024707	0.0025075
0.021	0.0025666	0.001723	0.0018734
0.0215	0.003147	0.0019024	0.0022862
0.022	0.0026983	0.0019563	0.0017478
0.0225	0.0033744	0.002034	0.0015563
0.023	0.0028419	0.002381	0.0019691
0.0235	0.0030453	0.0020281	0.0021964
0.024	0.0032368	0.0020041	0.0021127
0.0245	0.0030812	0.0015256	0.002699
0.025	0.0032487	0.0021716	0.0021187
0.0255	0.003494	0.0017888	0.0020708
0.026	0.003141	0.0020281	0.0016401
0.0265	0.0030632	0.0023331	0.0018914
0.027	0.0033504	0.002381	0.0013888
0.0275	0.0032188	0.0021956	0.00234
0.028	0.0032248	0.0021118	0.0019572
0.0285	0.0033325	0.002387	0.0020648
0.029	0.003153	0.0020639	0.0015563
0.0295	0.003159	0.0020759	0.0019512
0.03	0.0032846	0.002375	0.0015803
0.0305	0.0034222	0.0023451	0.001682
0.031	0.0035239	0.0019443	0.0014905
0.0315	0.0029615	0.0030091	0.0008325
0.032	0.0037453	0.0021357	0.0014786
0.0325	0.0036795	0.0023391	0.0018854
0.033	0.0033325	0.0023092	0.0014247
0.0335	0.0035718	0.0023092	0.0012333
0.034	0.003506	0.0024348	0.0017777
0.0345	0.0032487	0.0023511	0.0014367
0.035	0.002782	0.0024169	0.0014128
0.0355	0.0029795	0.002393	0.0012812
0.036	0.002782	0.0022673	0.0021845
0.0365	0.0030393	0.0021956	0.0014846
0.037	0.003512	0.0017947	0.0019392
0.0375	0.003153	0.0019323	0.0017298
0.038	0.0035	0.0022015	0.001676
0.0385	0.0032607	0.0022434	0.0015683
0.039	0.0029196	0.0017888	0.0012512
0.0395	0.0035598	0.0019981	0.0021546
0.04	0.0032726	0.0023511	0.00167
0.0405	0.0036197	0.0020281	0.0018016
0.041	0.0030214	0.0024707	0.0018016
0.0415	0.0032726	0.0014897	0.0018734
0.042	0.0030273	0.0023032	0.0024417
0.0425	0.0030632	0.0019323	0.0023939
0.043	0.0030453	0.0020101	0.0017597
0.0435	0.0028837	0.0020161	0.0015743
0.044	0.0028239	0.0020759	0.0017238
0.0445	0.002794	0.0021357	0.0023041
0.045	0.002806	0.0017828	0.0026152
0.0455	0.0032068	0.0020041	0.0022563
0.046	0.0026624	0.0015674	0.0020648
0.0465	0.0023154	0.0019981	0.0017777
0.047	0.0026145	0.0021238	0.0021067
0.0475	0.0026025	0.0021178	0.0021007
0.048	0.0023991	0.0024049	0.0023699
