2	-3.700125
2.002	-2.2425
2.004	-6.50325
2.006	-9.754875
2.008	-11.88525
2.01	-20.07038
2.012	-22.98563
2.014	-22.31288
2.016	-14.01563
2.018	-8.857875
2.02	-6.50325
2.022	-3.924375
2.024	-1.794
2.026	-7.176
2.028	-2.91525
2.03	-4.148625
2.032	-11.2125
2.034	-11.54888
2.036	-14.8005
2.038	-14.8005
2.04	-12.67013
2.042	-9.082125
2.044	-2.578875
2.046	1.233375
2.048	0.336375
2.05	-4.70925
2.052	-9.979125
2.054	-15.6975
2.056	-21.64013
2.058	-20.85525
2.06	-13.34288
2.062	-9.979125
2.064	-7.40025
2.066	-4.0365
2.068	-3.475875
2.07	-0.22425
2.072	0.112125
2.074	-3.36375
2.076	-6.7275
2.078	-12.1095
2.08	-19.62188
2.082	-23.322
2.084	-20.40675
2.086	-13.34288
2.088	-9.64275
2.09	-2.46675
2.092	0.560625
2.094	-3.027375
2.096	-4.485
2.098	-6.7275
2.1	-12.89438
2.102	-18.27638
2.104	-18.27638
2.106	-16.37025
2.108	-15.58538
2.11	-9.64275
2.112	-2.46675
2.114	3.475875
2.116	2.803125
2.118	-2.46675
2.12	-3.924375
2.122	-13.23075
2.124	-14.91263
2.126	-20.1825
2.128	-19.06125
2.13	-18.50063
2.132	-14.8005
2.134	-9.082125
2.136	-4.0365
2.138	-2.46675
2.14	-1.794
2.142	4.70925
2.144	-1.233375
2.146	-6.391125
2.148	-13.79138
2.15	-20.631
2.152	-23.09775
2.154	-17.15513
2.156	-12.22163
2.158	-13.56713
2.16	-10.53975
2.162	-7.288125
2.164	-3.475875
2.166	0.22425
2.168	-5.942625
2.17	-1.681875
2.172	-9.306375
2.174	-12.22163
2.176	-11.10038
2.178	-12.67013
2.18	-14.91263
2.182	-11.32463
2.184	-10.53975
2.186	-4.821375
2.188	-0.897
2.19	-1.56975
2.192	0.112125
2.194	-3.588
2.196	-13.67925
2.198	-18.61275
2.2	-20.96738
2.202	-19.2855
2.204	-13.9035
2.206	-11.32463
2.208	-13.79138
2.21	-9.19425
2.212	-5.269875
2.214	-1.009125
2.216	3.700125
2.218	3.924375
2.22	0.67275
2.222	-9.306375
2.224	-12.33375
2.226	-16.5945
2.228	-19.734
2.23	-13.9035
2.232	-9.754875
2.234	-8.409375
2.236	-7.063875
2.238	-3.81225
2.24	-3.1395
2.242	-6.166875
2.244	-15.6975
2.246	-16.70663
2.248	-19.84613
2.25	-13.11863
2.252	-16.5945
2.254	-15.02475
2.256	-13.56713
2.258	-4.70925
2.26	5.382
2.262	6.7275
2.264	-1.12125
2.266	-8.5215
2.268	-16.37025
2.27	-22.20075
2.272	-16.70663
2.274	-13.34288
2.276	-7.288125
2.278	-7.063875
2.28	-4.26075
2.282	-3.1395
2.284	-5.269875
2.286	-11.10038
2.288	-14.57625
2.29	-13.67925
2.292	-16.70663
2.294	-16.5945
2.296	-17.26725
2.298	-7.84875
2.3	-1.12125
2.302	6.615375
2.304	4.372875
2.306	0.4485
2.308	-8.185125
2.31	-10.98825
2.312	-13.56713
2.314	-17.15513
2.316	-18.837
2.318	-17.4915
2.32	-13.9035
2.322	-10.42763
2.324	-7.063875
2.326	-1.12125
2.328	-4.9335
2.33	-2.130375
2.332	-6.7275
2.334	-9.082125
2.336	-4.372875
2.338	-11.661
2.34	-15.02475
2.342	-14.8005
2.344	-17.15513
2.346	-15.36113
2.348	-12.33375
2.35	-6.839625
2.352	-3.475875
2.354	-1.009125
2.356	-0.897
2.358	-5.718375
2.36	-15.36113
2.362	-22.20075
2.364	-20.1825
2.366	-18.16425
2.368	-18.61275
2.37	-15.6975
2.372	-9.64275
2.374	-4.26075
2.376	-2.2425
2.378	3.81225
2.38	4.70925
2.382	0.112125
2.384	-3.1395
2.386	-10.3155
2.388	-17.82788
2.39	-17.4915
2.392	-17.26725
2.394	-18.16425
2.396	-16.70663
2.398	-13.79138
2.4	-5.045625
2.402	4.485
2.404	5.718375
2.406	1.56975
2.408	-0.22425
2.41	-8.74575
2.412	-14.01563
2.414	-14.68838
2.416	-21.64013
2.418	-19.734
2.42	-15.92175
2.422	-6.279
2.424	-0.784875
2.426	1.56975
2.428	0
2.43	2.354625
2.432	-3.700125
2.434	-9.19425
2.436	-17.15513
2.438	-23.88263
2.44	-22.31288
2.442	-15.58538
2.444	-5.718375
2.446	-3.700125
2.448	-4.597125
2.45	-3.36375
2.452	-8.5215
2.454	-6.279
2.456	-8.857875
2.458	-10.42763
2.46	-9.530625
2.462	-6.50325
2.464	-13.9035
2.466	-18.50063
2.468	-18.05213
2.47	-14.46413
2.472	-5.8305
2.474	-0.784875
2.476	-0.784875
2.478	-2.01825
2.48	-2.803125
2.482	-7.960875
2.484	-6.166875
2.486	-9.082125
2.488	-7.176
2.49	-13.9035
2.492	-12.33375
2.494	-12.89438
2.496	-17.15513
2.498	-13.9035
2.5	-5.15775
2.502	0
2.504	-2.130375
2.506	-10.87613
2.508	-17.82788
2.51	-19.17338
2.512	-14.68838
2.514	-12.67013
2.516	-6.279
2.518	-1.906125
2.52	-2.01825
2.522	-4.597125
2.524	-6.391125
2.526	-12.78225
2.528	-13.455
2.53	-13.455
2.532	-13.67925
2.534	-15.36113
2.536	-9.754875
2.538	-6.95175
2.54	-6.7275
2.542	-8.633625
2.544	-10.09125
2.546	-13.11863
2.548	-10.53975
2.55	-12.67013
2.552	-8.74575
2.554	-7.84875
2.556	-6.615375
2.558	-5.942625
2.56	-5.60625
2.562	-1.906125
2.564	-3.700125
2.566	-15.80963
2.568	-18.05213
2.57	-20.29463
2.572	-18.05213
2.574	-11.88525
2.576	-7.960875
2.578	-1.12125
2.58	-2.354625
2.582	-6.839625
2.584	-8.857875
2.586	-14.8005
2.588	-12.44588
2.59	-13.11863
2.592	-15.02475
2.594	-8.74575
2.596	-9.754875
2.598	-6.839625
2.6	-6.615375
2.602	-8.185125
2.604	-4.148625
2.606	-5.942625
2.608	-10.3155
2.61	-15.249
2.612	-18.837
2.614	-17.4915
2.616	-15.58538
2.618	-15.92175
2.62	-15.92175
2.622	-16.37025
2.624	-7.288125
2.626	-1.906125
2.628	2.01825
2.63	2.46675
2.632	2.803125
2.634	-3.027375
2.636	-9.979125
2.638	-18.05213
2.64	-23.322
2.642	-24.33113
2.644	-20.1825
2.646	-15.36113
2.648	-5.8305
2.65	-1.3455
2.652	0.22425
2.654	6.166875
2.656	-0.336375
2.658	-8.857875
2.66	-13.79138
2.662	-19.734
2.664	-24.6675
2.666	-26.91
2.668	-20.96738
2.67	-14.46413
2.672	-5.494125
2.674	4.597125
2.676	5.718375
2.678	3.1395
2.68	-1.457625
2.682	-8.97
2.684	-12.22163
2.686	-16.03388
2.688	-24.219
2.69	-25.78875
2.692	-25.67663
2.694	-18.27638
2.696	-11.10038
2.698	0.112125
2.7	3.36375
2.702	6.166875
2.704	6.615375
2.706	5.15775
2.708	-2.691
2.71	-14.68838
2.712	-19.84613
2.714	-28.81613
2.716	-29.04038
2.718	-23.7705
2.72	-15.80963
2.722	-7.288125
2.724	5.60625
2.726	6.95175
2.728	8.29725
2.73	1.12125
2.732	-5.8305
2.734	-13.34288
2.736	-21.30375
2.738	-28.36763
2.74	-26.91
2.742	-21.86438
2.744	-14.91263
2.746	1.12125
2.748	4.372875
2.75	4.372875
2.752	8.073
2.754	3.36375
2.756	2.46675
2.758	-13.11863
2.76	-28.14338
2.762	-33.30113
2.764	-31.50713
2.766	-20.40675
2.768	-14.57625
2.77	-4.597125
2.772	0.67275
2.774	1.681875
2.776	4.372875
2.778	1.681875
2.78	-7.063875
2.782	-13.67925
2.784	-19.84613
2.786	-16.146
2.788	-18.3885
2.79	-18.94913
2.792	-14.352
2.794	-9.306375
2.796	-4.372875
2.798	0.67275
2.8	-1.12125
2.802	-3.475875
2.804	-3.81225
2.806	-11.2125
2.808	-16.25813
2.81	-20.631
2.812	-18.94913
2.814	-18.27638
2.816	-13.11863
2.818	-0.67275
2.82	-3.924375
2.822	0.112125
2.824	0.67275
2.826	-0.22425
2.828	-6.05475
2.83	-12.558
2.832	-17.043
2.834	-24.10688
2.836	-26.12513
2.838	-19.39763
2.84	-16.5945
2.842	-8.74575
2.844	-4.821375
2.846	3.475875
2.848	4.9335
2.85	2.130375
2.852	-4.597125
2.854	-9.19425
2.856	-13.0065
2.858	-13.0065
2.86	-12.1095
2.862	-17.043
2.864	-15.02475
2.866	-16.70663
2.868	-9.306375
2.87	-3.588
2.872	6.95175
2.874	3.588
2.876	-0.336375
2.878	-7.960875
2.88	-19.84613
2.882	-24.10688
2.884	-23.09775
2.886	-15.6975
2.888	-11.88525
2.89	-8.5215
2.892	-3.924375
2.894	-0.22425
2.896	0.4485
2.898	2.354625
2.9	-0.67275
2.902	-8.29725
2.904	-13.455
2.906	-16.81875
2.908	-25.78875
2.91	-22.425
2.912	-20.85525
2.914	-17.37938
2.916	-7.063875
2.918	-1.457625
2.92	0.560625
2.922	7.063875
2.924	1.906125
2.926	2.2425
2.928	-6.7275
2.93	-14.91263
2.932	-18.94913
2.934	-25.00388
2.936	-20.74313
2.938	-19.95825
2.94	-20.1825
2.942	-9.867
2.944	-2.2425
2.946	3.700125
2.948	10.20338
2.95	9.19425
2.952	-5.045625
2.954	-19.50975
2.956	-23.43413
2.958	-33.07688
2.96	-29.48888
2.962	-22.53713
2.964	-11.10038
2.966	4.0365
2.968	6.7275
2.97	10.98825
2.972	8.5215
2.974	7.6245
2.976	-9.979125
2.978	-19.39763
2.98	-29.37675
2.982	-32.40413
2.984	-29.37675
2.986	-23.54625
2.988	-15.249
2.99	-4.148625
2.992	4.372875
2.994	8.409375
2.996	6.839625
2.998	2.130375
